SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,6620 W Duvall Rd,Bloomington,IN,47403,149000,,,,,805904,,66,,,Active,,,https://www.redfin.com/IN/Bloomington/6620-W-Duvall-Rd-47403/home/136545968,IRMLS,202328498,N,Y,39.0723729,-86.618628
MLS Listing,,Vacant Land,2410 S Daphne Dr,Bloomington,IN,47403,49900,,,,,36590,,66,,,Active,,,https://www.redfin.com/IN/Bloomington/2410-S-Daphne-Dr-47403/home/136565150,IRMLS,202328488,N,Y,39.1282319,-86.604542
MLS Listing,,Single Family Residential,5022 W Autumn Cir,Bloomington,IN,47404,579900,4,2.5,Autumn Hills,3785,45738,2000,66,153,,Active,,,https://www.redfin.com/IN/Bloomington/5022-W-Autumn-Cir-47404/home/136396614,IRMLS,202328403,N,Y,39.221685,-86.598353
MLS Listing,,Single Family Residential,7017 S Harmony Rd,Bloomington,IN,47403,409950,3,3.5,,2003,14375,2023,66,205,,Active,,,https://www.redfin.com/IN/Bloomington/7017-S-Harmony-Rd-47403/home/136575161,IRMLS,202328356,N,Y,39.0775133,-86.6287545
MLS Listing,,Vacant Land,2009 S Mcgowan Rd,Bloomington,IN,47401,239000,,,,,586753,,67,,,Active,,,https://www.redfin.com/IN/Bloomington/2009-S-McGowan-Rd-47401/home/136193569,IRMLS,202328288,N,Y,39.140471,-86.389066
MLS Listing,,Single Family Residential,406 E Audubon Dr,Bloomington,IN,47408,899000,7,6.0,Marlin Hills,7312,27007,1972,67,123,2,Active,,,https://www.redfin.com/IN/Bloomington/406-E-Audubon-Dr-47408/home/136475747,IRMLS,202324676,N,Y,39.2127646,-86.5300659
MLS Listing,,Single Family Residential,4788 E State Road 46,Bloomington,IN,47401,299900,3,2.5,Southeast Monroe County,1682,58370,1958,69,178,,Active,,,https://www.redfin.com/IN/Bloomington/4788-E-State-Road-46-47401/home/136457497,IRMLS,202325546,N,Y,39.165877,-86.466846
MLS Listing,,Single Family Residential,7704 W Airport Rd,Bloomington,IN,47403,399900,5,3.0,,2976,119790,1974,70,134,,Active,,,https://www.redfin.com/IN/Bloomington/7704-W-Airport-Rd-47403/home/136537499,IRMLS,202327512,N,Y,39.1364754,-86.6421332
MLS Listing,,Single Family Residential,919 W Kirkwood Ave,Bloomington,IN,47404,269000,2,1.0,Northwest Bloomington City,792,6534,1971,71,340,,Active,,,https://www.redfin.com/IN/Bloomington/919-W-Kirkwood-Ave-47404/home/136399413,IRMLS,202326856,N,Y,39.1664965,-86.5446236
MLS Listing,,Single Family Residential,2365 E Linden Hill Dr,Bloomington,IN,47401,549000,5,3.0,Stands Linden Hill,3247,17860,1988,71,169,,Active,,,https://www.redfin.com/IN/Bloomington/2365-E-Linden-Hill-Dr-47401/home/136333482,IRMLS,202324146,N,Y,39.1329994,-86.5083003
MLS Listing,,Single Family Residential,4379 E Sundance Ln,Bloomington,IN,47401,289900,3,2.0,,1248,36590,1970,71,232,,Active,,,https://www.redfin.com/IN/Bloomington/4379-E-Sundance-Ln-47401/home/136544204,IRMLS,202324502,N,Y,39.0765042,-86.4689087
MLS Listing,,Single Family Residential,3581 N Serendipity Dr,Bloomington,IN,47408,299000,2,1.0,No Subdivision,1672,509652,1965,72,179,,Active,,,https://www.redfin.com/IN/Bloomington/3581-N-Serendipity-Dr-47408/home/136192811,MIBOR as Distributed by MLS Grid,21936205,N,Y,39.2031581,-86.4854136
MLS Listing,,Single Family Residential,1400 E Sample Rd,Bloomington,IN,47408,799000,4,3.0,Northeast Monroe County,2767,205603,2004,73,289,,Active,,,https://www.redfin.com/IN/Bloomington/1400-E-Sample-Rd-47408/home/136202613,IRMLS,202325513,N,Y,39.2568111,-86.5054581
MLS Listing,,Multi-Family (5+ Unit),1614 W Arlington Rd,Bloomington,IN,47404,530000,10,10.0,,4793,77101,1952,74,111,,Active,,,https://www.redfin.com/IN/Bloomington/1614-W-Arlington-Rd-47404/home/136519964,IRMLS,202323000,N,Y,39.1827925,-86.5494789
MLS Listing,,Single Family Residential,1410 W Dove Dr,Bloomington,IN,47403,429000,3,2.0,Eagle View / Eagleview,2100,15246,2008,75,204,,Active,,,https://www.redfin.com/IN/Bloomington/1410-W-Dove-Dr-47403/home/136619815,IRMLS,202325949,N,Y,39.1203606,-86.5476806
MLS Listing,,Single Family Residential,4104 N Rosewood Dr,Bloomington,IN,47404,379900,4,3.0,Ridgefield,3248,9147,2002,77,117,,Active,,,https://www.redfin.com/IN/Bloomington/4104-N-Rosewood-Dr-47404/home/136147521,MIBOR as Distributed by MLS Grid,21934624,N,Y,39.206845,-86.5486272
MLS Listing,,Single Family Residential,1316 E Short St,Bloomington,IN,47401,424000,3,2.0,Bloomington Cohousing,1255,1307,2023,78,338,150,Active,,,https://www.redfin.com/IN/Bloomington/1316-E-Short-St-47401/home/175235149,IRMLS,202323964,N,Y,39.143835,-86.514605
MLS Listing,,Single Family Residential,3424 S Cedarwood Cir,Bloomington,IN,47401,489000,4,2.5,No Subdivision,2602,11326,2003,80,188,,Active,,,https://www.redfin.com/IN/Bloomington/3424-S-Cedarwood-Cir-47401/home/136222558,MIBOR as Distributed by MLS Grid,21934503,N,Y,39.1300998,-86.5057147
MLS Listing,,Single Family Residential,3149 S State Road 446,Bloomington,IN,47401,559900,3,2.5,No Subdivision,3856,87120,1993,83,145,,Active,,,https://www.redfin.com/IN/Bloomington/3149-S-State-Road-446-47401/home/136455142,MIBOR as Distributed by MLS Grid,21933983,N,Y,39.1380896,-86.4608489
MLS Listing,,Single Family Residential,2954 N Ramble Rd W,Bloomington,IN,47408,445000,4,3.0,No Subdivision,3574,23087,1973,83,125,,Active,,,https://www.redfin.com/IN/Bloomington/2954-N-Ramble-Rd-W-47408/home/136506805,MIBOR as Distributed by MLS Grid,21933317,N,Y,39.1994474,-86.5337353
MLS Listing,,Single Family Residential,2516 E Nottingham Ct,Bloomington,IN,47401,1199000,6,5.5,Bristol Manor,6875,43996,2005,86,174,8,Active,,,https://www.redfin.com/IN/Bloomington/2516-E-Nottingham-Ct-47401/home/136484586,IRMLS,202325585,N,Y,39.112963,-86.5071753
MLS Listing,,Single Family Residential,2807 S Elizabeth Ct,Bloomington,IN,47401,555000,4,2.5,Hyde Park,3000,16553,1996,87,185,,Active,,,https://www.redfin.com/IN/Bloomington/2807-S-Elizabeth-Ct-47401/home/136137441,MIBOR as Distributed by MLS Grid,21933220,N,Y,39.1423026,-86.4935346
MLS Listing,,Mobile/Manufactured Home,3101 E Anderson Rd,Bloomington,IN,47408,619900,3,2.0,,1568,2191504,1988,91,395,,Active,,,https://www.redfin.com/IN/Bloomington/3101-E-Anderson-Rd-47408/home/184387549,IRMLS,202324085,N,Y,39.2677059,-86.497196
MLS Listing,,Single Family Residential,2809 E Hunters Glen Gln,Bloomington,IN,47401,575000,5,4.0,Hunters Glen,4190,13068,1992,93,137,,Active,,,https://www.redfin.com/IN/Bloomington/2809-W-Hunters-Gln-47401/home/136244938,IRMLS,202324653,N,Y,39.1429579,-86.497108
MLS Listing,,Single Family Residential,1207 S Lincoln St,Bloomington,IN,47401,319000,2,1.5,Driscoll,1231,5227,1925,93,259,,Active,,,https://www.redfin.com/IN/Bloomington/1207-S-Lincoln-St-47401/home/136657231,IRMLS,202322071,N,Y,39.1529079,-86.5311475
MLS Listing,,Single Family Residential,3630 W Fullerton Pike,Bloomington,IN,47403,244900,3,2.0,Garden Acres,1804,20038,1954,99,136,,Active,,,https://www.redfin.com/IN/Bloomington/3630-W-Fullerton-Pike-47403/home/136323553,IRMLS,202322451,N,Y,39.1232123,-86.5776683
MLS Listing,,Single Family Residential,3747 W Oak Leaf Dr,Bloomington,IN,47403,269000,3,2.5,Leonard Springs,1532,22216,1967,99,176,,Active,,,https://www.redfin.com/IN/Bloomington/3747-Oak-Leaf-Dr-47403/home/136654748,IRMLS,202319526,N,Y,39.1405081,-86.5761309
MLS Listing,,Vacant Land,908 N Madison St,Bloomington,IN,47404,675000,,,Kenwood,,30056,,100,,,Active,,,https://www.redfin.com/IN/Bloomington/908-N-Madison-St-47404/home/168294710,IRMLS,202323564,N,Y,39.1753751,-86.5374439
MLS Listing,,Single Family Residential,2538 N Mount Gilead Road Cmn,Bloomington,IN,47408,261900,3,2.0,,1560,43560,1940,100,168,,Active,,,https://www.redfin.com/IN/Bloomington/2538-N-Mount-Gilead-Rd-47408/home/136158821,IRMLS,202323552,N,Y,39.1900799,-86.4487566
MLS Listing,,Vacant Land,3519 E Boltinghouse Rd,Bloomington,IN,47408,389000,,,No Subdivision,,1742400,,102,,,Active,,,https://www.redfin.com/IN/Bloomington/3519-E-Boltinghouse-Rd-47408/home/185749280,MIBOR as Distributed by MLS Grid,21926682,N,Y,39.2335106,-86.4773134
MLS Listing,,Single Family Residential,4399 N Forbes Dr,Bloomington,IN,47408,589000,3,2.5,Lynwood,2296,1008414,1986,104,257,,Active,,,https://www.redfin.com/IN/Bloomington/4399-N-Forbes-Dr-47408/home/136705429,IRMLS,202319719,N,Y,39.214162,-86.4990894
MLS Listing,,Single Family Residential,3275 S Knightridge Rd,Bloomington,IN,47401,300000,2,2.5,,1511,105851,1941,107,199,,Active,,,https://www.redfin.com/IN/Bloomington/3275-S-Knightridge-Rd-47401/home/136218156,IRMLS,202322809,N,Y,39.1334317,-86.4523997
MLS Listing,,Vacant Land,5349 Greene County Line Rd,Solsberry,IN,47459,415000,,,,,1772456,,108,,,Active,,,https://www.redfin.com/IN/Solsberry/5349-Greene-County-Line-Rd-47459/home/180673016,IRMLS,202319147,N,Y,39.103848,-86.6831739
MLS Listing,,Multi-Family (2-4 Unit),704 W 15th St,Bloomington,IN,47404,500000,8,4.0,,2832,7405,1992,108,177,,Active,,,https://www.redfin.com/IN/Bloomington/704-W-15th-St-47404/home/136348472,IRMLS,202322468,N,Y,39.1768728,-86.5414284
MLS Listing,,Single Family Residential,2425 E Canada Dr,Bloomington,IN,47401,549900,5,3.5,Canada Park,3820,10454,1999,111,144,,Active,,,https://www.redfin.com/IN/Bloomington/2425-E-Canada-Dr-47401/home/136388201,IRMLS,202322131,N,Y,39.1275403,-86.508399
MLS Listing,,Single Family Residential,925 S Highland Ave,Bloomington,IN,47401,795000,2,2.0,Maxwell Manors,2430,28750,1941,111,327,,Active,,,https://www.redfin.com/IN/Bloomington/925-S-Highland-Ave-47401/home/136638061,IRMLS,202322069,N,Y,39.1563608,-86.5176747
MLS Listing,,Mobile/Manufactured Home,4500 S Dunlap Rd,Bloomington,IN,47403,125000,2,1.0,,910,62291,1989,112,137,,Active,,,https://www.redfin.com/IN/Bloomington/4500-S-Dunlap-Rd-47403/home/136421715,IRMLS,202320197,N,Y,39.1153936,-86.6195733
MLS Listing,,Vacant Land,11.35AC S Shady Side Dr,Bloomington,IN,47401,249000,,,,,494406,,114,,74,Active,,,https://www.redfin.com/IN/Clear-Creek-Township/11-35AC-Shady-Side-Dr-47401/home/179913449,IRMLS,202305392,N,Y,39.06338442,-86.46152781
MLS Listing,,Other,1600 W 3rd St,Bloomington,IN,47404,1100000,,,Bloomington,,83940,,117,,,Active,,,https://www.redfin.com/IN/Bloomington/1600-W-3rd-St-47404/home/185826618,MIBOR as Distributed by MLS Grid,21927701,N,Y,39.1651188,-86.552946
MLS Listing,,Single Family Residential,915 E 1st St,Bloomington,IN,47401,510000,3,2.0,,2306,3485,1930,122,221,,Active,,,https://www.redfin.com/IN/Bloomington/915-E-1st-St-47401/home/136611571,IRMLS,202320555,N,Y,39.1594862,-86.5231209
MLS Listing,,Single Family Residential,1238 S Curry Pike,Bloomington,IN,47403,439000,3,2.5,,1976,14680,2023,123,222,,Active,,,https://www.redfin.com/IN/Bloomington/1238-S-Curry-Pike-47403/home/136381459,IRMLS,202316108,N,Y,39.155339,-86.583041
MLS Listing,,Vacant Land,4800 N Andover (off Liverpool) Ct,Bloomington,IN,47404,174900,,,Northwest Monroe County,,492664,,125,,,Active,,,https://www.redfin.com/IN/Bloomington/4800-N-Andover-off-Liverpool-CT-Unknown/home/185742997,IRMLS,202320049,N,Y,39.21436,-86.57033799
MLS Listing,,Single Family Residential,3452 E Maritime Ct,Bloomington,IN,47401,1275000,5,4.5,Terra Cove Estates,6050,43996,2007,125,211,38,Active,,,https://www.redfin.com/IN/Bloomington/3452-E-Maritime-Ct-47401/home/136619740,IRMLS,202319909,N,Y,39.1317862,-86.492192
MLS Listing,,Single Family Residential,4903 E Cedar Crest Dr,Bloomington,IN,47401,425000,4,2.5,Edge Wood Hill(s) / Edgewood Hil,2531,28750,1972,127,168,,Active,,,https://www.redfin.com/IN/Bloomington/4903-E-Cedar-Crest-Dr-47401/home/136330942,IRMLS,202316913,N,Y,39.1628127,-86.4662222
MLS Listing,,Single Family Residential,5112 N Echo Bnd,Bloomington,IN,47404,375000,4,4.0,Autumn Grove,3386,13068,1991,127,111,,Active,,,https://www.redfin.com/IN/Bloomington/5112-N-Echo-Bnd-47404/home/136378020,IRMLS,202315362,N,Y,39.222679,-86.5941035
MLS Listing,,Single Family Residential,1123 W 11th St,Bloomington,IN,47404,485000,3,1.0,Northwest Bloomington City,832,30492,1920,128,583,,Active,,,https://www.redfin.com/IN/Bloomington/1123-W-11th-St-47404/home/136437945,IRMLS,202318009,N,Y,39.1730847,-86.5478186
MLS Listing,,Single Family Residential,1715 W Ezekiel Dr,Bloomington,IN,47403,479000,3,3.0,Summit Woods,1936,8712,2023,130,247,,Active,,,https://www.redfin.com/IN/Bloomington/1715-W-Ezekiel-Dr-47403/home/168303464,IRMLS,202316513,N,Y,39.14152,-86.556631
MLS Listing,,Single Family Residential,7612 N Saddle Gate Dr,Bloomington,IN,47404,509000,3,2.5,Subdivision Not Available See Legal,2244,11543,2023,131,227,21,Active,,,https://www.redfin.com/IN/Bloomington/7612-W-Saddle-Gate-DR-Unknown/home/187577471,MIBOR as Distributed by MLS Grid,21925292,N,Y,39.2152,-86.5819
MLS Listing,,Vacant Land,S Ketcham Rd,Bloomington,IN,47403,35000,,,,,108900,,131,,,Active,,,https://www.redfin.com/IN/Bloomington/S-Ketcham-Rd-47403/home/136322534,IRMLS,202318907,N,Y,39.064501,-86.563515
MLS Listing,,Vacant Land,7789 E Lampkins Ridge Rd,Bloomington,IN,47401,499000,,,,,747490,,131,,,Active,,,https://www.redfin.com/IN/Bloomington/7789-E-Lampkins-Ridge-Rd-47401/home/136306785,IRMLS,202315084,N,Y,39.1445302,-86.4097729
MLS Listing,,Vacant Land,2302 S Sunday Dr,Bloomington,IN,47403,115000,,,,,111078,,132,,,Active,,,https://www.redfin.com/IN/Bloomington/2302-S-Sunday-Dr-47403/home/136637587,IRMLS,202318755,N,Y,39.066107,-86.5578139
MLS Listing,,Vacant Land,2101 W Dowden Creed Rd,Bloomington,IN,47403,86900,,,Ketcham Ridge,,114563,,136,,,Active,,,https://www.redfin.com/IN/Bloomington/2101-W-Dowden-Creek-Rd-47403/home/136215970,IRMLS,202316906,N,Y,39.072102,-86.556833
MLS Listing,,Vacant Land,2215 S Sunday Dr,Bloomington,IN,47403,88374,,,,,109771,,137,,,Active,,,https://www.redfin.com/IN/Bloomington/2215-S-Sunday-Dr-47403/home/136586132,IRMLS,202313717,N,Y,39.0684309,-86.558154
MLS Listing,,Vacant Land,2133 Cole Ct,Bloomington,IN,47403,96305,,,,,149411,,137,,,Active,,,https://www.redfin.com/IN/Bloomington/2133-W-Cole-Ct-47403/home/136643296,IRMLS,202313724,N,Y,39.0689694,-86.5583883
MLS Listing,,Vacant Land,7115 S National Point Rd,Bloomington,IN,47403,86900,,,Ketcham Ridge,,151153,,137,,,Active,,,https://www.redfin.com/IN/Bloomington/7115-S-National-Point-Rd-47403/home/136393182,IRMLS,202316904,N,Y,39.076026,-86.555389
MLS Listing,,Vacant Land,2102 S Sunday Dr,Bloomington,IN,47403,85696,,,,,108900,,138,,,Active,,,https://www.redfin.com/IN/Bloomington/2102-S-Sunday-Dr-47403/home/136150670,IRMLS,202313719,N,Y,39.070506,-86.558474
MLS Listing,,Single Family Residential,823 S Fess Ave,Bloomington,IN,47401,649900,4,2.5,Southeast Bloomington City,2074,15246,1930,139,313,,Active,,,https://www.redfin.com/IN/Bloomington/823-S-Fess-Ave-47401/home/136642188,IRMLS,202317411,N,Y,39.1583074,-86.5256951
MLS Listing,,Single Family Residential,3561 E Stipp Rd,Bloomington,IN,47401,364750,3,2.0,,1923,108900,1943,143,190,,Active,,,https://www.redfin.com/IN/Bloomington/3561-E-Stipp-Rd-47401/home/136173077,IRMLS,202317436,N,Y,39.1003536,-86.4930805
MLS Listing,,Mobile/Manufactured Home,708 Lot 86 S Cory Ln,Bloomington,IN,47403,129000,3,2.0,Shady Acres,1680,4356,1991,143,77,285,Active,,,https://www.redfin.com/IN/Bloomington/708-S-Cory-Ln-47403/unit-86/home/136503928,MIBOR as Distributed by MLS Grid,21923130,N,Y,39.1605858,-86.5602812
MLS Listing,,Single Family Residential,8680 S Strain Ridge Rd,Bloomington,IN,47401,4500000,3,2.0,No Subdivision,2528,9989615,1899,145,1780,,Active,,,https://www.redfin.com/IN/Bloomington/8680-S-Strain-Ridge-Rd-47401/home/185390309,MIBOR as Distributed by MLS Grid,21921905,N,Y,39.0440344,-86.5215353
MLS Listing,,Other,2113 S Rogers St,Bloomington,IN,47403,1250000,0,,No Subdivision,,5,,145,,,Active,,,https://www.redfin.com/IN/Bloomington/2113-S-Rogers-St-47403/home/136456407,MIBOR as Distributed by MLS Grid,21877172,N,Y,39.1441411,-86.5368127
MLS Listing,,Vacant Land,2149 W Dowden Creek Rd,Bloomington,IN,47403,86900,,,Ketcham Ridge,,132858,,145,,,Active,,,https://www.redfin.com/IN/Bloomington/2149-W-Dowden-Creek-Rd-47403/home/136363410,IRMLS,202316903,N,Y,39.071587,-86.559136
MLS Listing,,Single Family Residential,6176 S Fairfax Rd,Bloomington,IN,47401,169000,3,2.0,,1782,21780,2004,149,95,,Active,,,https://www.redfin.com/IN/Bloomington/6176-S-Fairfax-Rd-47401/home/136496950,IRMLS,202313276,N,Y,39.0822323,-86.5162539
MLS Listing,,Single Family Residential,3811 S Claybridge Dr,Bloomington,IN,47401,379900,4,2.5,,2072,5227,2000,149,183,,Active,,,https://www.redfin.com/IN/Bloomington/3811-S-Claybridge-Dr-47401/home/136626302,IRMLS,202315115,N,Y,39.1264313,-86.5064951
MLS Listing,,Vacant Land,2214 E Maxwell Ln,Bloomington,IN,47401,275000,,,,,26572,,150,,,Active,,,https://www.redfin.com/IN/Bloomington/2214-E-Maxwell-Ln-47401/home/179911866,IRMLS,202316227,N,Y,39.15738,-86.506257
MLS Listing,,Vacant Land,0 W Hendricks Rd,Bloomington,IN,47403,474900,,,No Subdivision,,3876840,,151,,,Active,,,https://www.redfin.com/IN/Bloomington/W-Hendricks-Rd-47403/home/136430452,MIBOR as Distributed by MLS Grid,21921864,N,Y,39.15893,-86.647226
MLS Listing,,Single Family Residential,4144 S Purple Finch Dr,Bloomington,IN,47403,650000,4,3.5,Eagle View / Eagleview,4335,14810,2005,152,150,,Active,,,https://www.redfin.com/IN/Bloomington/4144-S-Purple-Finch-Dr-47403/home/136431875,IRMLS,202315972,N,Y,39.120557,-86.5508951
MLS Listing,,Vacant Land,6233 W State Road 45 Rd,Bloomington,IN,47403,1295000,,,,,1673140,,152,,,Active,,,https://www.redfin.com/IN/Bloomington/6233-State-Road-45-47404/home/185435395,IRMLS,202315914,N,Y,39.1871422,-86.5580413
MLS Listing,,Single Family Residential,909 W 11th St,Bloomington,IN,47404,184950,3,1.0,,1078,5227,1900,155,172,,Active,,,https://www.redfin.com/IN/Bloomington/909-W-11th-St-47404/home/164351051,IRMLS,202312353,N,Y,39.1731132,-86.544663
MLS Listing,,Vacant Land,9 acres +/- S Wever Rd,Bloomington,IN,47403,82000,,,,,426888,,156,,,Active,,,https://www.redfin.com/IN/Bloomington/9-acres-Weaver-Rd-47403/home/185401021,IRMLS,202315372,N,Y,38.9995016,-86.6619678
MLS Listing,,Single Family Residential,4808 S Harrell Rd,Bloomington,IN,47401,359900,3,2.0,Southeast Monroe County,1425,43560,1967,162,253,,Active,,,https://www.redfin.com/IN/Bloomington/4808-S-Harrell-Rd-47401/home/136498656,IRMLS,202310970,N,Y,39.1095311,-86.5004048
MLS Listing,,Vacant Land,2116 Selc Ct,Bloomington,IN,47403,93730,,,,,116305,,166,,,Active,,,https://www.redfin.com/IN/Bloomington/2116-W-Selc-Ct-47403/home/136249844,IRMLS,202313722,N,Y,39.064862,-86.559316
MLS Listing,,Vacant Land,2005 Selc Ct,Bloomington,IN,47403,93730,,,,,111078,,166,,,Active,,,https://www.redfin.com/IN/Bloomington/2005-W-Selc-Ct-47403/home/136135786,IRMLS,202313720,N,Y,39.064188,-86.557032
MLS Listing,,Vacant Land,2232 S Sunday Dr,Bloomington,IN,47403,91052,,,,,115870,,166,,,Active,,,https://www.redfin.com/IN/Bloomington/2232-S-Sunday-Dr-47403/home/136642594,IRMLS,202313721,N,Y,39.066998,-86.55953
MLS Listing,,Vacant Land,4695 E Stipp Rd,Bloomington,IN,47401,115000,,,No Subdivision,,294466,,168,,,Active,,,https://www.redfin.com/IN/Bloomington/4695-E-Stipp-Rd-47401/home/136320450,MIBOR as Distributed by MLS Grid,21917501,N,Y,39.100325,-86.4684599
MLS Listing,,Single Family Residential,5802 S Ornamental Dr,Bloomington,IN,47401,569000,4,3.5,Dogwood Estates,3251,62726,1999,170,175,,Active,,,https://www.redfin.com/IN/Bloomington/5802-S-Ornamental-Dr-47401/home/136558423,IRMLS,202313250,N,Y,39.0937438,-86.5043725
MLS Listing,,Vacant Land,1436 S Bridwell Ct,Bloomington,IN,47401,59500,,,Gentry East,,13068,,170,,16,Active,,,https://www.redfin.com/IN/Bloomington/1436-S-Bridwell-Ct-47401/home/136399328,IRMLS,202313227,N,Y,39.153251,-86.46435
MLS Listing,,Single Family Residential,4123 W Carmola Dr,Bloomington,IN,47404,579000,3,3.5,Glen Meadows,1848,15682,2023,171,313,,Active,,,https://www.redfin.com/IN/Bloomington/4123-W-Carmola-Dr-47404/home/136144234,IRMLS,202313118,N,Y,39.2044192,-86.5896504
MLS Listing,,Ranch,9051 E State Road 46,Bloomington,IN,47401,350000,2,2.0,No Subdivision,1505,600256,1984,172,233,,Active,,,https://www.redfin.com/IN/Bloomington/9051-E-State-Road-46-Byp-47401/home/182636833,MIBOR as Distributed by MLS Grid,21910017,N,Y,39.153414,-86.388253
MLS Listing,,Single Family Residential,301 S Pleasant Ridge Rd,Bloomington,IN,47401,799000,3,3.5,Hoosier Acres,3601,50530,1956,173,222,,Active,,,https://www.redfin.com/IN/Bloomington/301-S-Pleasant-Ridge-Rd-47401/home/136464076,IRMLS,202309546,N,Y,39.163597,-86.488875
MLS Listing,,Vacant Land,1017 E Erin Ct,Bloomington,IN,47401,99900,,,Walnut Creek,,12197,,173,,,Active,,,https://www.redfin.com/IN/Bloomington/1017-E-Erin-Ct-47401/home/185223625,IRMLS,202312782,N,Y,39.1437871,-86.5203289
MLS Listing,,Single Family Residential,7235 S Lodge Rd,Bloomington,IN,47403,675000,4,3.5,,4808,247856,2004,174,140,,Active,,,https://www.redfin.com/IN/Bloomington/7235-S-Lodge-Rd-47403/home/136421869,IRMLS,202311989,N,Y,39.0724067,-86.5806444
MLS Listing,,Single Family Residential,918 W Cottage Grove Ave,Bloomington,IN,47404,344500,5,2.0,,1808,10890,2000,176,191,,Active,,,https://www.redfin.com/IN/Bloomington/918-W-Cottage-Grove-Ave-47404/home/164351328,IRMLS,202312451,N,Y,39.1727897,-86.5447025
MLS Listing,,Single Family Residential,4726 N Triple Crown Dr,Bloomington,IN,47404,629900,4,3.5,Charlestowne Manor,3484,20299,2022,178,181,25,Active,,,https://www.redfin.com/IN/Bloomington/4726-N-Triple-Crown-Dr-47404/home/179918893,IRMLS,202312215,N,Y,39.219205,-86.605262
MLS Listing,,Vacant Land,2105 S Rogers St,Bloomington,IN,47403,79900,,,Southeast Bloomington City,,13068,,179,,,Active,,,https://www.redfin.com/IN/Bloomington/2105-S-Rogers-St-47403/home/136517782,IRMLS,202308864,N,Y,39.144654,-86.537667
MLS Listing,,Single Family Residential,9030 W State Road 48,Bloomington,IN,47403,649900,5,5.5,,2616,148104,1869,181,248,,Active,,,https://www.redfin.com/IN/Bloomington/9030-W-State-Road-48-47404/home/136411472,IRMLS,202311539,N,Y,39.1691728,-86.6653976
MLS Listing,,Single Family Residential,1266 E Short St,Bloomington,IN,47401,530000,4,3.5,Bloomington Cohousing,1770,3049,2022,184,299,150,Active,,,https://www.redfin.com/IN/Bloomington/1266-E-Short-St-47401/home/175235134,IRMLS,202311199,N,Y,39.143676,-86.515368
MLS Listing,,Single Family Residential,1105 N Oolitic Dr,Bloomington,IN,47404,215000,1,1.0,,1905,44867,1930,188,113,,Active,,,https://www.redfin.com/IN/Bloomington/1105-N-Oolitic-Dr-47404/home/164348682,IRMLS,202310597,N,Y,39.1768165,-86.5537372
MLS Listing,,Single Family Residential,3936 W Ashbrook Ln,Bloomington,IN,47404,459900,3,2.5,Ellis Ridge,1909,11761,2023,188,241,21,Active,,,https://www.redfin.com/IN/Bloomington/3936-W-Ashbrook-Ln-47404/home/184844989,IRMLS,202308899,N,Y,39.213423,-86.584185
MLS Listing,,Vacant Land,616 W 15th St,Bloomington,IN,47404,85000,,,,,9583,,193,,,Active,,,https://www.redfin.com/IN/Bloomington/616-W-15th-St-47404/home/136397659,IRMLS,202307391,N,Y,39.1775804,-86.5403139
MLS Listing,,Single Family Residential,1420 S Valley Forge Rd,Bloomington,IN,47401,1000000,3,4.0,Ridgemede,5902,65340,1986,194,169,,Active,,,https://www.redfin.com/IN/Bloomington/1420-S-Valley-Forge-Rd-47401/home/136548420,IRMLS,202309912,N,Y,39.1510454,-86.5034842
MLS Listing,,Single Family Residential,4651 S Abington Ave,Bloomington,IN,47403,531000,3,3.0,Southern Meadows,2275,11761,2023,196,233,,Active,,,https://www.redfin.com/IN/Bloomington/4651-S-Abington-AVE-47403/home/184920592,IRMLS,202309659,N,Y,39.0841668,-86.6006249
MLS Listing,,Single Family Residential,1262 E Short St,Bloomington,IN,47401,450000,3,2.0,Bloomington Cohousing,1310,3049,2022,196,344,150,Active,,,https://www.redfin.com/IN/Bloomington/1262-E-Short-St-47401/home/175235133,IRMLS,202308587,N,Y,39.1437968,-86.5153929
MLS Listing,,Vacant Land,1004 N Jackson St,Bloomington,IN,47404,85000,,,,,9583,,197,,,Active,,,https://www.redfin.com/IN/Bloomington/1004-N-Jackson-St-47404/home/136306031,IRMLS,202307389,N,Y,39.1768655,-86.5394658
MLS Listing,,Single Family Residential,1278 E Short St,Bloomington,IN,47401,530000,4,3.5,Bloomington Cohousing,1770,3049,2022,198,299,150,Active,,,https://www.redfin.com/IN/Bloomington/1278-E-Short-St-47401/home/175235138,IRMLS,202308581,N,Y,39.143441,-86.515358
MLS Listing,,Single Family Residential,3533 S Wickens St,Bloomington,IN,47403,599900,5,4.0,Highland(s),4395,8276,2023,203,136,,Active,,,https://www.redfin.com/IN/Bloomington/3533-S-Wickens-St-47403/home/136555132,IRMLS,202306066,N,Y,39.1286395,-86.5522755
