PID,Sale_Price
902110080,128891.04
534451130,94855.836
528363110,368165.9
903430040,84064.945
902306120,131130.83
528290060,162334.39
907202220,127722.73
907192120,210764.81
924100040,200701.64
527368010,237436.84
1007100110,113071.92
902405100,142138.23
527216050,413817.3
527378140,171594.4
528228430,223589.67
526353030,254741.3
528429110,253558.25
916455120,233071.89
535353130,108188.05
910205130,144858.2
535477090,132914.02
907251100,250753.62
527146135,294303.88
902328100,145220.6
535180120,131177.48
528315090,333986.5
532353030,143788.08
533130160,273142.75
531382070,251268.78
909455060,153468.83
909452114,198945.39
909276200,147429.58
527451540,105590.5
527455080,141805.7
528228550,162045.92
903236130,164789.55
527453070,131190.88
535454030,84140.91
907131060,171674.61
535425010,266702.94
534176250,142419.92
923203090,161267.53
923400040,167988.78
535452120,137789.02
908128100,186399.38
905402090,174000.34
907290180,140940.28
527210060,345377.0
534200030,115026.73
535377150,106401.0
902206020,62825.46
532477040,299996.9
535301160,122798.01
908226130,84531.875
909101180,127093.086
914478020,129219.29
914476010,185261.97
534430050,123640.086
907275140,282068.12
527357020,170458.23
910203290,107642.9
528480180,265664.94
916455150,297733.28
911104060,65340.234
906380140,179542.36
535101020,158600.23
535125070,222203.92
909101100,134182.14
908128060,192760.86
535477150,109698.47
905477010,101830.99
907202050,148013.52
535454100,121891.43
535457040,121591.42
528315030,317161.3
533236040,167218.67
907420080,177602.16
535478010,136583.28
906420130,244058.62
534128100,167878.6
528429050,228397.84
528275080,207113.88
903426180,147014.12
534430080,144088.42
534400030,147688.5
534475100,126826.71
527108090,221857.3
910202050,61108.938
535378020,103125.125
528235130,182930.62
907290070,171113.64
909129100,119277.734
906223080,233143.48
906425045,143191.58
905452120,120339.414
906226100,118700.02
527162130,214976.72
528222020,174253.4
908229020,88279.625
531363050,142366.16
528482090,276533.8
903231060,48100.59
923227080,153465.02
914476430,170032.69
528178090,461947.78
534178010,139779.61
528431020,260913.9
531384070,194569.19
911370530,255991.84
905401100,177162.83
909175080,65324.594
528386040,408043.62
533215030,227246.11
527302080,234624.08
526301100,184034.6
906477110,150782.62
528142020,253562.61
903430070,108112.55
527256120,445691.97
905451330,154375.25
528354060,239342.22
923229110,165585.1
528222090,181414.81
907290040,201090.38
534451050,105552.64
908152270,152215.72
526302030,152457.31
535382150,74614.27
535180020,150102.42
907401080,214422.25
902302150,141985.69
535325320,133311.23
903233050,133557.6
916403020,188419.69
905107320,137194.25
528186130,367733.6
907181120,195121.62
907275030,218726.64
903456110,197886.5
906380110,232830.86
909425010,248214.97
914453045,299319.62
906394040,219786.98
904100100,234012.67
903233180,128611.45
905200350,154166.64
902205090,115760.08
528235170,217871.83
535151100,135258.4
528292040,185498.34
906203140,258335.69
910205020,81442.96
533250130,289919.4
903225160,110409.12
907295040,221326.23
528110100,457560.62
532376110,130451.914
528290140,188728.11
535401140,145611.11
905226050,151650.77
534478230,143057.4
535451190,110510.46
905476160,112248.92
907290140,135930.06
909277100,126727.695
904101070,231311.27
534427040,148022.97
528240020,189888.44
916455050,202591.02
903232090,139216.33
903226130,114536.55
528250070,210412.95
528218080,175918.14
528431080,213960.81
528431120,257582.66
528228375,229930.08
906385020,186066.55
908103320,130302.21
527105050,182162.03
534275170,140397.23
907202190,129700.17
534128190,249052.94
923227030,148886.31
905426100,159327.61
906201022,203606.92
905103140,165668.19
909251040,146192.88
916125360,167274.34
921205070,289184.88
906340120,284055.75
905427030,312076.56
907187080,186563.88
528231030,168209.36
911370430,289308.2
923203100,183341.23
528366040,329644.3
902477130,28939.164
905101310,124709.31
528275070,236921.8
531380080,236214.06
903236010,120019.99
527163130,177764.16
909250030,122115.41
527105070,192298.72
907131120,200276.22
911175440,82651.45
535402120,163038.16
908250090,105524.87
527107130,185892.38
535476360,183477.14
535452090,130078.48
535456100,111569.305
903401070,136039.64
908154235,338009.8
909275080,189728.4
528458070,208847.0
906380100,275456.5
535404080,122827.055
902102080,121237.8
533254130,175197.2
528439040,233552.28
528290120,199255.27
905202190,232334.89
902329080,117391.22
905226130,148963.28
916382100,352953.88
903430090,133456.75
903230100,119984.28
916386020,187289.25
906223110,230502.0
910226040,142763.28
535125090,193559.98
528108040,371592.44
903481120,129837.17
908152080,131519.2
531375090,132420.7
533350050,303843.06
528456190,215472.61
527402060,148205.75
906402200,341004.75
903454090,127544.164
533352075,191785.9
528172060,248316.08
904100040,135266.53
533130130,296510.88
923230040,127928.99
903235020,91829.21
902406020,110357.12
903226170,118744.3
907175060,210302.62
528490080,208468.33
923251160,122074.88
527452100,134670.45
906204180,230882.83
527162180,175107.34
528118050,503874.3
905107220,166449.88
527212050,299490.38
906402060,244613.2
902206220,151504.33
528220040,172980.16
535402230,136556.06
905426010,236407.2
905352030,194278.27
906392070,195634.2
909275040,147517.47
909425130,186706.27
909101060,65972.38
905104240,134932.97
909475040,296864.0
527105130,271142.5
907200230,119751.42
528102110,442658.2
531475220,154931.14
907280040,233612.88
527276150,109329.586
908225180,79652.98
534431050,193891.61
909250060,190962.44
907410050,202308.56
534128020,232278.61
527358140,199337.95
909475230,329362.75
914476330,198841.06
905101450,142815.72
923252100,134829.55
533242080,190331.72
923228370,92755.055
909100150,115764.164
534425080,183968.44
909428120,209498.72
527108030,244342.28
923205015,176822.05
533208080,160133.14
526354020,181000.06
905101200,116262.59
905200260,146458.58
528228565,195862.33
534176140,164009.7
903231190,112514.62
910203020,105944.95
902400090,102702.31
528222010,280302.84
528102030,346298.8
909179020,220860.47
903427120,145080.1
907412040,184880.56
535353050,153971.22
904301410,108912.18
910200040,114434.35
905301050,278200.56
903457130,108781.59
909250230,183556.42
907194110,185274.33
527302110,206004.23
921205030,361918.5
528166120,446616.97
527146030,254180.47
535426350,141905.0
902206130,119034.21
907131190,200090.08
909254140,100811.195
905101100,98006.7
528376010,324878.94
902329030,176731.17
535304170,130921.53
907420050,174569.94
535380130,120121.79
528429060,257650.95
528240040,173923.86
909428110,162741.44
909275110,174094.28
534276010,120180.45
535425040,184821.14
902300215,145165.48
916460070,202157.73
528429100,318900.1
903206170,166041.16
907187040,220503.73
923227100,145077.05
903453080,217948.3
923225260,173844.1
533212130,144606.16
907180120,213161.0
902306130,137141.66
527254070,333031.38
904351040,90656.26
528390210,225874.53
909428190,213058.78
528363130,326078.62
904351280,120462.85
907262030,210736.88
923400025,163339.14
907295020,216107.08
914452090,167313.42
535152010,122439.24
909251030,132657.58
908228040,125853.305
528102090,336426.6
905478030,135014.95
535402180,114715.49
923202220,174203.4
535126010,221976.88
528482130,231217.53
909280030,242112.02
906380050,215765.02
909252110,160361.77
906380190,183658.69
534175100,161511.02
532476080,245477.88
903476090,114003.43
535452140,112160.97
527455030,139188.72
531452260,174247.92
531380110,191933.56
527110120,180546.31
535383110,90491.96
908152180,146762.81
908186080,142551.73
902106010,149826.67
527182020,170979.06
535403030,132131.7
923201020,142942.98
902110120,124213.875
533215020,282826.66
906225210,155634.12
533208090,184220.03
534400050,161784.66
534276290,104964.91
528445020,240383.27
534403410,171564.47
533238045,276398.84
908276230,117370.28
908203100,97628.9
531451280,225316.66
907180050,189878.66
534403050,152040.31
907410080,208974.9
527106010,230066.06
904302260,90081.766
528290190,166859.3
911370500,289574.28
528292060,222299.94
535457020,158010.1
907227060,126720.92
923275010,148030.73
528477020,249181.23
923204150,136624.72
528106120,243181.56
532479050,145419.05
905200100,117067.11
528176010,508821.97
906394050,175261.72
914478045,150053.17
902125080,117446.53
528102100,276835.44
527212030,462237.78
914452060,138503.22
902330040,180130.45
531453140,142402.81
907227030,132043.14
534250335,163211.77
534430090,120396.01
527108040,230146.61
909254070,185246.25
531363080,135001.95
903201080,158136.42
916382110,317152.22
534429030,95729.17
903475100,123258.64
534426040,144155.62
902328040,136057.28
528174080,212544.11
902400110,339290.7
923226150,149434.69
909277090,151504.9
907250050,314075.2
527254020,368535.1
909276010,200107.06
535455060,116198.305
903226060,154748.03
535325460,195461.16
533252020,168282.86
902103170,91858.64
905105040,114495.7
908128110,170153.22
907202080,134617.67
534127230,158474.14
905102060,137283.5
528482010,245248.8
534430110,141832.62
533352150,161104.44
916386140,237825.5
908188140,131610.3
531451030,184740.44
905200490,117910.14
535302200,124817.83
907414080,175854.4
533241010,189818.9
909256060,125186.43
527250040,127271.14
527165010,188247.27
902300020,171609.14
528222080,176831.66
907196020,232855.28
531371050,167043.34
534276160,127202.22
535150280,134843.3
528315070,257918.92
907412090,187211.39
909254050,176186.44
923229100,193612.97
528250030,209585.64
527353080,172300.52
908152110,149351.19
528429090,319898.6
533210060,166862.62
527225035,224721.38
